Uniprot ID,TC Exp1 20min (log2),TC Exp2 20min (log2),TC Exp3 20min (log2),LY Exp1 Insulin/Starved (log2),LY Exp2 Insulin/Starved (log2),LY Exp3 Insulin/Starved (log2),MK Exp1 Insulin/Starved (log2),MK Exp2 Insulin/Starved (log2),MK Exp3 Insulin/Starved (log2)
Q5U3K5,NaN,NaN,NaN,0.11,0.37,NaN,0.17,0.50,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,NaN,NaN,1.49,-0.59,NaN,1.45,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,0.94,1.29,0.92,1.77,0.97,0.93,2.03,1.52,0.99
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,NaN,0.84,NaN,NaN,NaN,NaN,NaN,1.17
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,NaN,0.22,NaN,NaN,NaN,NaN,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,-0.08,NaN,1.44,NaN,NaN,NaN,0.43,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,-0.23,NaN,1.44,NaN,0.32,NaN,NaN,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,0.31,NaN,0.76,NaN,NaN,NaN,NaN,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,NaN,0.47,NaN,NaN,NaN,NaN,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,NaN,NaN,NaN,NaN,NaN,0.54,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,NaN,NaN,NaN,NaN,NaN,0.54,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,NaN,NaN,-0.40,NaN,NaN,-0.17,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,1.77,NaN,NaN,1.18,1.65,1.56,1.45,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,0.22,-0.06,0.12,-0.06,0.37,0.21,0.06,0.10,-0.14
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92,NaN
O88622-1;O88622;A5YBK2;Q3TUI8;O88622-2,0.77,0.92,1.14,NaN,NaN,NaN,1.72,0.95,NaN
Q9WVS6-1;Q9WVS6;B8YP90;Q7TPF7;Q7TPF8;Q8K1N5;Q9WVS6-3;Q9WVS6-2,NaN,NaN,NaN,0.25,NaN,NaN,0.28,NaN,NaN
Q9WVS6-1;Q9WVS6;B8YP90;Q7TPF7;Q7TPF8;Q8K1N5;Q9WVS6-3;Q9WVS6-2,NaN,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9WVS6-1;Q9WVS6;B8YP90;Q7TPF7;Q7TPF8;Q8K1N5;Q9WVS6-3;Q9WVS6-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99LX0;B2KFH8;A2A813;B2KFH7,1.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99LX0;B2KFH8;A2A813;B2KFH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q923D3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VDG3;Q3TUQ8,-0.12,NaN,NaN,0.49,-0.12,NaN,0.41,0.58,0.29
Q8VDG3;Q3TUQ8,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VDG3;Q3TUQ8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VDG3;Q3TUQ8,-0.70,0.18,-0.11,0.49,0.18,NaN,0.41,0.57,0.29
Q8VDG3;Q3TUQ8,0.02,0.15,-0.05,0.49,0.40,NaN,0.41,0.58,0.29
Q8VDG3;Q3TUQ8,-0.13,0.62,0.36,0.22,0.19,NaN,0.04,-0.02,0.13
Q3TLV7;Q3U6C0;Q8BSZ1;Q8C8L6;Q8CIE4;Q8R133;Q8R1U9,0.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TLV7;Q3U6C0;Q8BSZ1;Q8C8L6;Q8CIE4;Q8R133;Q8R1U9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BZ20;Q0VB94;Q3U0S1,NaN,NaN,NaN,NaN,NaN,0.56,NaN,NaN,NaN
Q8BZ20;Q0VB94;Q3U0S1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BZ20;Q0VB94;Q3U0S1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BZ20;Q0VB94;Q3U0S1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BZ20;Q0VB94;Q3U0S1,NaN,NaN,-0.76,NaN,-0.99,NaN,NaN,NaN,NaN
Q8BZ20;Q0VB94;Q3U0S1,1.78,NaN,-0.74,NaN,-0.51,NaN,NaN,-0.61,NaN
Q8BZ20;Q0VB94;Q3U0S1,NaN,NaN,NaN,NaN,NaN,NaN,0.77,NaN,NaN
Q3UGL7;Q3ULW8;Q8BXU2;Q91YR6;Q8CFB8,NaN,NaN,-0.03,NaN,NaN,NaN,NaN,NaN,NaN
Q3UGL7;Q3ULW8;Q8BXU2;Q91YR6;Q8CFB8;Q8BHN6;Q8CFB6,NaN,NaN,5.73,NaN,NaN,NaN,1.27,4.58,2.01
Q8K4D3;Q5F227;Q5F228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8K4D3;Q5F227;Q5F228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8K4D3;Q5F227;Q5F228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TC46,-1.23,-1.15,-1.69,2.45,-2.86,NaN,NaN,-2.06,NaN
Q3TC46,-1.23,-1.15,-1.69,-2.15,NaN,NaN,NaN,NaN,-1.66
Q3TC46,-1.65,-1.13,-0.41,-2.26,-2.77,-1.66,-1.21,-2.50,-2.26
Q3TC46,1.83,2.01,2.28,1.68,1.90,1.95,1.73,2.04,1.79
Q3TC46,2.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.24
Q6NZQ4,1.46,NaN,NaN,-0.65,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,-0.25,-0.15,0.26,0.16,NaN,0.47,0.43,-0.08,-0.28
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,-0.48,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,-0.42,0.17,NaN,NaN,NaN,NaN,NaN,-0.21
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,-0.40,-0.48,0.42,NaN,NaN,0.52,NaN,NaN
Q8R134,NaN,NaN,NaN,0.28,0.39,0.39,NaN,NaN,0.50
Q8R134,-0.49,NaN,NaN,0.28,0.39,0.39,NaN,NaN,0.50
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,0.36,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,0.36,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,1.92,NaN,NaN,NaN,1.92,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,-0.79,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,0.59,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,-0.27,NaN,NaN,NaN,NaN,NaN,NaN,-0.08,NaN
Q8R134;Q9D7L7;Q8BSQ9-1;Q8BSQ9;Q8BSQ9-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P70296;Q3TGC5;Q5EBQ2,0.56,NaN,NaN,NaN,NaN,0.38,NaN,NaN,NaN
P70296;Q3TGC5;Q5EBQ2,NaN,NaN,NaN,NaN,NaN,-0.10,NaN,NaN,NaN
P70296;Q3TGC5;Q5EBQ2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P70296;Q3TGC5;Q5EBQ2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P70296;Q3TGC5;Q5EBQ2,0.09,-0.01,NaN,NaN,-0.27,-0.01,0.20,0.32,-0.02
O35984;Q3TMM2;Q3TWM8;Q3UR63;Q3UYU9;Q4FJL3;Q5PPM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O35984;Q3TMM2;Q3TWM8;Q3UR63;Q3UYU9;Q4FJL3;Q5PPM1,-0.14,NaN,-0.17,NaN,NaN,NaN,NaN,0.30,NaN
O35984;Q3TMM2;Q3TWM8;Q3UR63;Q3UYU9;Q4FJL3;Q5PPM1,-1.45,-1.19,-1.52,-0.98,-1.05,-1.27,-1.24,-1.26,-1.29
O35984;Q3TMM2;Q3TWM8;Q3UR63;Q3UYU9;Q4FJL3;Q5PPM1,0.39,0.73,0.81,NaN,NaN,NaN,1.05,1.10,1.37
O35984;Q3TMM2;Q3TWM8;Q3UR63;Q3UYU9;Q4FJL3;Q5PPM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O35984;Q3TMM2;Q3TWM8;Q3UR63;Q3UYU9;Q4FJL3;Q5PPM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O35984;Q3TMM2;Q3TWM8;Q3UR63;Q3UYU9;Q4FJL3;Q5PPM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,-0.18,-0.41,0.07,NaN,0.32,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,NaN,NaN,-0.56,-0.91,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,-0.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,0.04,-0.13,0.11,NaN,0.44,NaN,0.19,0.20,-0.67
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,-0.03,NaN,NaN,NaN,-0.79,NaN,-0.49,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,0.11,NaN,NaN,NaN,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,0.27,NaN,NaN,NaN,NaN,NaN,-0.69,-0.13,-0.47
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,0.25,-0.16,-0.01,NaN,NaN,0.41,NaN,-0.43,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,NaN,0.92,NaN,NaN,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,-0.11,-0.24,0.13,NaN,0.37,NaN,NaN,0.17,0.00
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN
Q05920;Q62043;Q8BP54;Q3T9S7;Q3TCQ3;Q3UFS6,-0.01,-0.37,NaN,NaN,-0.91,NaN,NaN,NaN,NaN
P11031,NaN,NaN,NaN,-0.26,0.35,NaN,0.06,NaN,NaN
P11031,NaN,NaN,NaN,NaN,NaN,NaN,0.20,NaN,NaN
P11031,NaN,NaN,NaN,NaN,0.13,NaN,NaN,NaN,NaN
P11031,0.51,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN
P11031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P11031,NaN,NaN,NaN,0.48,NaN,NaN,0.05,NaN,NaN
P11031,NaN,0.20,NaN,-0.07,0.32,0.40,0.01,NaN,NaN
P11031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P11031,1.81,1.87,2.10,NaN,1.35,NaN,NaN,1.06,NaN
P11031,NaN,-0.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P11031,0.24,0.07,1.00,0.44,NaN,NaN,NaN,NaN,NaN
P11031,NaN,NaN,NaN,0.54,NaN,NaN,0.96,NaN,NaN
P11031,2.26,NaN,1.83,NaN,1.39,0.99,NaN,2.20,NaN
P11031,0.40,0.20,NaN,-0.12,-0.03,NaN,-0.21,NaN,NaN
P60335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P60335,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P60335,0.46,NaN,0.62,0.68,NaN,NaN,0.24,0.54,0.67
P60335,0.29,NaN,NaN,0.41,NaN,NaN,NaN,NaN,NaN
P60335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P60335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P60335,1.41,2.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P60335,NaN,1.94,2.06,NaN,NaN,NaN,NaN,NaN,NaN
P60335,3.00,NaN,2.07,NaN,NaN,NaN,2.50,NaN,NaN
P60335,2.09,2.92,2.35,2.81,3.17,NaN,3.02,3.70,2.32
P60335,0.17,0.51,NaN,0.41,0.71,NaN,NaN,NaN,NaN
Q91ZA3;Q3UGC8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q91ZA3;Q3UGC8,0.09,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q2TJI9,NaN,NaN,NaN,NaN,NaN,NaN,0.69,NaN,NaN
Q2TJI9;Q2TJH4;Q2TJI8;Q8CFX3;Q8QZT6;Q9CVI3,-0.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q2TJI9;Q2TJH4;Q2TJI8;Q8CFX3;Q8QZT6;Q9CVI3;Q2TJI7,0.85,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN
Q2TJI9;Q2TJH4;Q2TJI8;Q8CFX3;Q8QZT6;Q9CVI3;Q2TJI7,0.67,0.88,NaN,0.46,-0.30,-0.16,0.19,NaN,NaN
Q2TJI9;Q2TJH4;Q2TJI8;Q8CFX3;Q8QZT6;Q9CVI3;Q2TJI7,-0.03,0.25,-0.27,-0.29,-0.28,-0.80,-0.19,0.00,NaN
Q2TJI9;Q2TJH4;Q2TJI8;Q8CFX3;Q8QZT6;Q9CVI3;Q2TJI7,-0.02,0.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q2TJI9;Q2TJH4;Q2TJI8;Q8CFX3;Q8QZT6;Q9CVI3;Q2TJI7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q2TJI9;Q2TJI7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q2TJI9;Q2TJI7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q2TJI9;Q2TJI7,NaN,0.27,NaN,0.25,NaN,NaN,NaN,NaN,NaN
Q2TJI9;Q2TJI7,0.13,0.23,-0.32,NaN,NaN,NaN,NaN,NaN,NaN
Q2TJI9;Q2TJI7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q2TJI9,0.12,0.01,NaN,NaN,-0.76,-0.73,0.14,NaN,NaN
Q2TJI9;Q2TJH4;Q2TJI8;Q8CFX3;Q8QZT6;Q9CVI3;Q2TJI7,0.83,0.51,3.73,NaN,-0.89,-0.86,NaN,-0.27,-0.11
A2AGW3;Q80TF3;Q147Z9;A2AGW4,1.07,NaN,NaN,NaN,-0.49,-0.12,NaN,NaN,NaN
A2AGW3;Q80TF3;Q147Z9;A2AGW4,NaN,NaN,NaN,NaN,-0.48,NaN,NaN,NaN,NaN
O88185;O88274;Q2TJI5;Q2TJI6;Q3TVS7;Q3USI1;Q8CA35,NaN,-0.08,NaN,NaN,-0.42,NaN,NaN,-0.30,NaN
O88185;O88274;Q2TJI5;Q2TJI6;Q3TVS7;Q3USI1;Q8CA35;A2RS43;Q2TJI4,0.06,NaN,NaN,NaN,0.24,NaN,NaN,NaN,NaN
O88185;O88274;Q2TJI5;Q2TJI6;Q3TVS7;Q3USI1;Q8CA35;A2RS43;Q2TJI4,NaN,NaN,NaN,NaN,0.46,NaN,NaN,NaN,NaN
O88185;O88274;Q2TJI5;Q2TJI6;Q3TVS7;Q3USI1;Q8CA35;A2RS43;Q2TJI4,0.03,0.57,NaN,NaN,-0.06,-0.20,NaN,NaN,NaN
Q91XX1;Q4KMN6,0.35,0.32,-0.22,NaN,-1.29,-0.32,NaN,-0.27,0.05
Q91XX1;Q4KMN6,-0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q91XX1;Q4KMN6,-0.13,-0.14,-0.36,NaN,-1.11,NaN,NaN,-1.06,-0.92
Q91XX1;Q4KMN6,0.28,NaN,-0.35,NaN,NaN,NaN,NaN,NaN,NaN
Q91XX1;Q4KMN6,1.10,NaN,0.59,-0.77,NaN,NaN,NaN,NaN,NaN
Q91XX1;Q4KMN6,1.10,NaN,0.59,-0.77,NaN,NaN,NaN,NaN,NaN
Q91XX1;Q4KMN6,-0.45,NaN,NaN,NaN,-0.85,-1.34,NaN,NaN,NaN
Q3UTK9;Q91XX0;Q91XX1;Q4KMN6;Q91XW9;Q6DD96;Q8BS92;Q91XY1;Q8C8Z4;Q8C924;Q91XY3;Q91XY2;Q6NXY6;Q91XX3;Q91XZ0;Q8K4A8;Q8K4A9;Q91XX7;Q91XY5;Q91XX5;Q7TQF1;Q91XX8;Q8BNI7;Q8K498;Q8K4A1;Q91XX6;Q4KMS2;Q91XX2;Q91XX4;Q8CE10;Q91XX9;Q5DTQ9;Q6PHX8;Q91XY0;Q80Y31;Q91XY4;Q91XY8;Q91XY9;Q6NXW8;Q8K4A4;Q8K4A6;Q91XY7;Q9Z1B0;Q8CHE5;Q91XY6;O88689-3;O88689,0.04,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UTK9;Q91XX0;Q91XX1;Q4KMN6;Q91XW9;Q6DD96;Q8BS92;Q91XY1;Q8C8Z4;Q8C924;Q91XY3;Q91XY2;Q6NXY6;Q91XX3;Q91XZ0;Q8K4A8;Q8K4A9;Q91XX7;Q91XY5;Q91XX5;Q7TQF1;Q91XX8;Q8BNI7;Q8K498;Q8K4A1;Q91XX6;Q4KMS2;Q91XX2;Q91XX4;Q8CE10;Q91XX9;Q5DTQ9;Q6PHX8;Q91XY0;Q80Y31;Q91XY4;Q91XY8;Q91XY9;Q6NXW8;Q8K4A4;Q8K4A6;Q91XY7;Q9Z1B0;Q8CHE5;Q91XY6;O88689-3;O88689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,-1.04,0.16,-0.29,0.45,-0.20,NaN,0.38,0.03,0.23
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,-0.35,0.00,-0.21,0.45,-0.06,NaN,0.36,0.32,0.23
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,NaN,NaN,0.17,NaN,NaN,NaN,NaN,0.73,NaN
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,-0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,-0.84,NaN,-0.48,0.57,NaN,NaN,0.36,-0.11,0.07
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,-0.84,NaN,-0.48,0.57,NaN,NaN,0.36,-0.11,0.07
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,1.99,0.16,-0.35,NaN,-0.33,NaN,0.39,-0.03,NaN
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,-0.57,0.06,0.04,-0.46,-0.44,-0.29,0.21,0.40,0.63
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,NaN,3.93,NaN,NaN,NaN,NaN,NaN,NaN,2.98
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,-0.01,0.27,0.68,NaN,NaN,NaN,NaN,0.05,0.59
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,-0.24,0.06,0.04,0.45,0.32,NaN,0.50,0.40,0.63
A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9,0.09,0.66,-0.75,0.72,0.83,NaN,0.79,0.87,1.01
P59114;Q3UC00;Q542C3;Q8BY58,0.22,NaN,0.52,1.20,-0.27,NaN,1.16,NaN,0.17
P59114;Q3UC00;Q542C3;Q8BY58,0.84,0.93,0.91,0.71,0.85,1.00,0.32,1.30,1.12
P59114;Q3UC00;Q542C3;Q8BY58,NaN,NaN,NaN,NaN,1.55,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,NaN,NaN,NaN,0.06,NaN,NaN,0.23,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,-1.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,NaN,NaN,NaN,NaN,0.60,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,2.85,3.24,0.82,2.53,1.93,1.79,2.34,1.68,0.46
P59114;Q3UC00;Q542C3;Q8BY58,-1.10,NaN,NaN,NaN,NaN,0.23,1.12,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,0.34,-0.58,-0.58,-0.58,-0.20,-0.57,-0.50,1.16,0.84
P59114;Q3UC00;Q542C3;Q8BY58,-1.13,NaN,NaN,-1.16,NaN,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,NaN,-2.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P59114;Q3UC00;Q542C3;Q8BY58,-2.61,NaN,NaN,-1.34,NaN,NaN,NaN,-1.29,NaN
P59114;Q3UC00;Q542C3;Q8BY58,0.48,0.75,0.40,0.82,0.78,0.02,0.74,1.23,0.83
P59114;Q3UC00;Q542C3;Q8BY58,2.80,3.24,0.82,NaN,0.64,0.19,-1.35,NaN,NaN
Q8BH04;A0PJG3;Q3TDE6;Q3UGF0;Q3UQD8;Q8R3X7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BH04;A0PJG3;Q3TDE6;Q3UGF0;Q3UQD8;Q8R3X7,-0.09,-0.20,-0.15,-0.35,0.01,-0.10,-0.15,-0.32,-0.67
Q3UBG2-1;Q3UBG2;Q3UBG2-2,2.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
