Uniprot ID,TC Exp1 20min (log2),TC Exp2 20min (log2),TC Exp3 20min (log2),LY Exp1 Insulin/Starved (log2),LY Exp2 Insulin/Starved (log2),LY Exp3 Insulin/Starved (log2),MK Exp1 Insulin/Starved (log2),MK Exp2 Insulin/Starved (log2),MK Exp3 Insulin/Starved (log2)
Q3UBG2-1;Q3UBG2;Q3UBG2-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UBG2-1;Q3UBG2;Q3UBG2-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UBG2-1;Q3UBG2;Q3UBG2-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UBG2-1;Q3UBG2;Q3UBG2-2,NaN,1.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.55,NaN,0.59,-0.63,-4.25,NaN,-0.44,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.34,-0.16,0.71,-0.16,0.49,NaN,0.02,-0.02,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.22,NaN,0.09,NaN,0.16,-0.20,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.16,-0.01,0.18,0.06,0.30,NaN,0.02,0.41,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.99,NaN,NaN,NaN,0.31,0.46,NaN,0.46,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.66,-0.97,-0.31,NaN,NaN,NaN,NaN,-0.28,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.13,NaN,-0.43,-0.20,NaN,NaN,-0.46,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.13,NaN,-0.43,-0.20,NaN,NaN,-0.46,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.24,NaN,-0.47,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,-0.01,NaN,NaN,0.23,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,-0.01,NaN,NaN,0.23,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,-0.01,NaN,NaN,0.23,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,-0.01,NaN,NaN,0.23,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.23,NaN,0.00,NaN,0.42,NaN,NaN,-0.28,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.23,NaN,0.00,NaN,0.42,NaN,NaN,-0.28,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.42,NaN,1.41,NaN,0.42,NaN,NaN,-0.28,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.23,NaN,-0.03,NaN,0.42,NaN,NaN,-0.28,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,1.03,0.80,NaN,0.33,-0.17,0.14,1.38,NaN,1.27
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.58,1.21,0.51,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.01,0.68,0.51,NaN,NaN,NaN,NaN,-0.42,0.17
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,0.20,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.08,-0.33,0.41,NaN,-0.11,NaN,NaN,-0.23,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.22,-0.04,0.00,-0.25,0.04,0.12,-0.29,-0.12,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.10,-0.24,-0.12,-0.25,0.25,0.38,-0.29,0.34,0.36
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.00,-0.24,-0.08,-0.23,NaN,NaN,-0.40,-0.45,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,0.39,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,0.61,0.39,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.72,NaN,NaN,NaN,-0.15,NaN,NaN,-0.82,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,1.98,1.82,2.24,NaN,NaN,NaN,2.24,1.32,1.72
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,2.16,1.81,2.36,NaN,NaN,NaN,2.12,1.39,1.72
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,2.87,1.46,2.30,2.09,1.80,1.97,1.95,2.01,2.13
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.98,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.94,-0.51,NaN,NaN,NaN,-0.31,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.11,-0.15,0.21,-0.26,-0.10,-0.18,-0.57,-0.42,-0.30
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.18,-0.46,0.18,-0.32,-0.25,-0.22,-0.34,-0.29,-0.07
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.17,0.23,1.08,NaN,NaN,NaN,NaN,0.06,-0.34
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.17,0.31,1.08,NaN,0.40,NaN,0.05,0.05,-0.34
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.41,NaN,0.23,NaN,0.23,NaN,NaN,0.06,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.41,NaN,0.23,NaN,0.23,NaN,NaN,0.06,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,-0.41,NaN,0.23,NaN,0.15,NaN,NaN,0.06,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,NaN,NaN,NaN,-0.23,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,2.01,-0.16,3.88,-0.09,NaN,NaN,-1.79,-0.02,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.55,NaN,0.59,-0.09,NaN,NaN,-1.79,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9R0L6-2;Q9R0L6;Q9R0L6-1;B2RSW8,0.18,-0.34,-0.41,-0.36,-0.57,-0.36,-0.40,-0.47,NaN
P59913;Q3TGS5;Q3TSP0;Q6P1Z6;Q3TM36;Q3UVZ6,-0.14,NaN,-0.30,NaN,-0.09,0.39,0.12,NaN,NaN
P59913;Q3TGS5;Q3TSP0;Q6P1Z6;Q3UVZ6,-0.63,NaN,0.01,NaN,NaN,0.39,0.12,NaN,NaN
Q8BHD8;B0R0C8,-0.40,NaN,-0.39,NaN,-0.18,0.95,NaN,NaN,NaN
Q8BHD8;B0R0C8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BHD8;B0R0C8,-0.41,0.09,0.09,0.40,NaN,NaN,0.30,NaN,NaN
Q8BHD8;B0R0C8,-0.47,0.89,0.02,0.39,NaN,NaN,0.39,NaN,NaN
Q8BHD8;B0R0C8,1.80,NaN,0.02,0.38,NaN,NaN,0.39,NaN,NaN
Q6P8I4;Q3UCC5;Q3KQH9;Q3TM89,NaN,NaN,NaN,NaN,0.41,NaN,NaN,NaN,NaN
Q6P8I4;Q3UCC5;Q3KQH9;Q3TM89,0.00,NaN,NaN,0.09,0.51,-0.10,0.01,NaN,NaN
Q6P8I4;Q3UCC5;Q3TM89,0.95,0.84,NaN,NaN,0.47,NaN,NaN,NaN,NaN
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,0.52,1.26,0.43,NaN,-0.74,-0.12,-0.48,-0.19,0.01
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,NaN,NaN,0.09,NaN,NaN,NaN,NaN,NaN,NaN
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,NaN,NaN,0.14,NaN,NaN,NaN,NaN,-0.21,NaN
P48725;A0JBT0;A0JBT1;Q3TQR8;Q3ULT7;Q497U2;Q6Y5M8;Q7TMH8;Q80U10;Q8CDL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6PG01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6PG01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,-0.45,NaN,-0.62,NaN,0.54,-0.66,NaN,-0.66,NaN
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,0.32,0.03,NaN,0.40,NaN,-0.18,-0.62,-2.10,-0.41
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,-0.51,0.03,NaN,0.40,-0.48,-0.84,-0.62,-2.10,NaN
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,0.32,NaN,NaN,NaN,-0.48,NaN,-0.62,NaN,-0.41
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,NaN,NaN,NaN,0.20,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,NaN,NaN,NaN,0.20,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,NaN,NaN,NaN,0.20,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,NaN,0.85,NaN,NaN,0.22,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,-0.29,NaN,-0.92,NaN,NaN,NaN,NaN,0.68,0.55
Q8VI59-1;Q8VI59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.39,NaN
Q8VI59-1;Q8VI59;Q8VI59-2;Q3UNP0;Q5DTP9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.39,NaN
A8IK50;P12660;Q8CFD2,NaN,NaN,NaN,NaN,-0.17,NaN,NaN,NaN,NaN
Q922E4;Q3TLU0;Q3USD5;Q540F5;A2ABY3;Q9CTB5;A2ABY5,NaN,NaN,NaN,NaN,-1.61,-1.56,NaN,-1.81,NaN
Q3UHX2;B2RTB0;Q1WWJ8,4.04,3.11,3.53,2.80,2.27,2.09,2.65,2.21,2.42
Q3UHX2;B2RTB0;Q1WWJ8,3.36,NaN,2.22,NaN,NaN,NaN,NaN,1.89,NaN
Q3UHX2;B2RTB0;Q1WWJ8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UHX2;B2RTB0;Q1WWJ8,-0.01,-0.04,-0.25,0.09,0.05,-0.31,-2.25,-0.10,-0.09
Q3UHX2;B2RTB0;Q1WWJ8,0.17,NaN,0.13,-0.13,0.22,-0.17,-0.48,NaN,NaN
Q3UHX2;B2RTB0;Q1WWJ8,-0.27,-0.46,-0.33,-0.60,-0.66,-0.48,-1.12,-0.37,-0.11
Q3UHX2;B2RTB0;Q1WWJ8,0.02,0.00,0.46,-0.14,-0.08,-0.14,-0.12,-0.02,-0.02
P56812;Q564F6,-0.01,NaN,NaN,0.20,0.04,NaN,0.12,NaN,NaN
B8JJL8;Q6ZPS9;Q9WU78-1;Q9WU78;Q80Y09;Q3TED2;Q9WU78-3;Q9WU78-2,2.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8;A2AVP3,NaN,NaN,-0.38,NaN,NaN,NaN,NaN,NaN,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8;A2AVP3,NaN,NaN,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8;A2AVP3,NaN,NaN,0.10,NaN,NaN,NaN,NaN,NaN,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8;A2AVP3,NaN,NaN,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8;A2AVP3,-0.58,NaN,-0.14,NaN,NaN,NaN,NaN,-0.32,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8;A2AVP3,-0.15,NaN,-0.14,NaN,NaN,NaN,NaN,-0.32,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9DBX2;A2AVP2;Q3UZN6;Q923E8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BVF2,NaN,NaN,-0.04,-0.12,NaN,NaN,-0.01,NaN,NaN
Q8BVF2,NaN,NaN,-0.04,-0.12,NaN,NaN,-0.01,NaN,NaN
Q3TIU4,1.92,NaN,1.36,NaN,2.08,NaN,2.47,2.36,NaN
Q3TIU4,1.92,NaN,1.36,NaN,2.08,NaN,NaN,2.36,NaN
Q9D5W0,0.04,0.45,NaN,NaN,NaN,NaN,NaN,NaN,-0.17
Q9D5W0,0.04,0.45,NaN,NaN,NaN,NaN,NaN,NaN,-0.17
Q9D5W0,0.04,0.45,NaN,NaN,NaN,NaN,NaN,NaN,-0.17
Q61409;Q3UQ25,5.24,-1.13,-0.48,2.37,1.77,NaN,-1.19,-2.53,-3.07
Q61409;Q3UQ25,3.80,4.09,4.53,NaN,2.49,2.73,2.88,3.87,3.93
Q61409;Q3UQ25,NaN,NaN,3.31,2.30,NaN,2.09,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,3.88,NaN,NaN,4.41,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,2.36,1.92,3.34,2.23,NaN,NaN,2.26,0.95,NaN
Q61409;Q3UQ25,3.05,2.00,2.48,2.32,NaN,NaN,2.26,0.95,NaN
Q61409;Q3UQ25,3.99,2.10,2.75,1.40,NaN,NaN,1.98,2.47,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,2.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,2.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,4.42,4.28,5.68,2.44,2.91,3.72,3.04,3.81,3.54
Q61409;Q3UQ25,3.42,3.43,3.01,2.68,NaN,NaN,NaN,NaN,1.82
Q61409;Q3UQ25,NaN,NaN,3.09,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,3.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,3.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,4.68,4.61,5.76,2.85,2.83,2.77,3.61,3.95,4.51
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,1.16,1.24,1.25,1.55,1.11,1.16,0.17,1.43,1.08
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,2.90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,6.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,4.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,0.72,NaN,NaN,1.98,NaN,NaN,NaN,3.54,NaN
Q61409;Q3UQ25,4.16,4.43,3.90,2.30,2.57,2.42,3.35,3.78,4.00
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,2.80,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,3.27,3.38,3.41,NaN,2.79,NaN,1.88,2.46,2.80
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,0.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61409;Q3UQ25,3.68,3.09,3.69,NaN,2.46,2.43,NaN,3.16,2.56
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8,2.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8;O89084-2,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8;O89084-2,-0.25,-0.09,-0.67,NaN,-2.04,NaN,NaN,NaN,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8;O89084-2,-0.25,-0.09,-0.67,NaN,-2.60,NaN,NaN,NaN,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8;O89084-2,0.73,NaN,NaN,NaN,NaN,NaN,NaN,-0.40,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8;O89084-2,0.32,NaN,NaN,NaN,NaN,NaN,NaN,-0.40,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8;O89084-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.40,NaN
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8;O89084-2,0.35,0.68,0.46,NaN,0.50,0.28,NaN,0.18,0.64
O89084-1;O89084;B2RTL2;O70285;O89084-3;C9K100;Q3TUD0;Q80UU8,0.87,NaN,NaN,1.13,1.13,NaN,NaN,NaN,NaN
Q3UEI1-1;Q3UEI1;Q3UEI1-2,2.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B1PSD9;Q8CBK2;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;Q01063-3;A6XDA6;A6XDB0;A6XDA7;A6XDB1;O70286;Q01063-2,0.18,0.13,-0.05,NaN,0.18,-0.15,NaN,-0.58,0.42
B1PSD9;Q8CBK2;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;O70286;Q01063-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B1PSD9;Q8CBK2;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;O70286;Q01063-2,1.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B1PSD9;Q8CBK2;Q8VBU5;Q9QXI7;B1AWC9;B1AWC8;Q80VK8;B1AWU6;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;O70286;Q01063-2,2.52,NaN,1.03,NaN,NaN,NaN,NaN,NaN,NaN
B1PSD9;Q8CBK2;Q8VBU5;Q9QXI7;B1AWC9;B1AWC8;Q80VK8;B1AWU6;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;O70286;Q01063-2,NaN,NaN,0.06,0.51,NaN,NaN,0.25,NaN,NaN
B1PSD9;Q8CBK2;Q8VBU5;Q9QXI7;B1AWC9;B1AWC8;Q80VK8;B1AWU6;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;O70286;Q01063-2,0.11,0.25,0.06,0.51,0.15,0.17,0.74,0.18,0.40
B1PSD9;Q8CBK2;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;Q01063-3;A6XDA6;A6XDB0;A6XDA7;A6XDB1;O70286;Q01063-2,0.44,0.43,0.61,-0.39,-0.06,0.13,-0.10,0.33,1.10
B1PSD9;Q8CBK2;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;Q01063-3;A6XDA6;A6XDB0;A6XDA7;A6XDB1;O70286;Q01063-2,NaN,NaN,0.14,NaN,NaN,NaN,NaN,NaN,NaN
B1PSD9;Q8CBK2;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;Q01063-3;A6XDA6;A6XDB0;A6XDA7;A6XDB1;O70286;Q01063-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B1PSD9;Q8CBK2;Q01063-1;Q01063;A2RSH1;B2KF84;B2KF57;Q01063-3;A6XDA6;A6XDB0;A6XDA7;A6XDB1;O70286;Q01063-2,-0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
